,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.5950762134824547,0.4522196737998789,0.3560875376690113,0.4092645800769446,0.431909119825232,0.44112037399194565,19.79693579673767,0.568359375
