,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.49057629233339684,0.4045695429017811,0.267601407485276,0.3550220348104397,0.3911283207276622,0.408234100662762,19.70387864112854,0.453125
