,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.36561295779897895,0.34668614481917387,0.21181441479675217,0.31544692276624203,0.29632868710336824,0.3451934879301266,17.533374786376953,0.44921875
