,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.5513569449211699,0.39158764155857495,0.5822745372700715,0.38601692904696516,0.27683320566748976,0.2957947427141858,545.1852376461029,0.44921875
