,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.41023373847734945,0.360378883711148,0.21953451825804085,0.3213581058452545,0.2921428835156576,0.34402759157027546,40.74250626564026,0.345703125
