,id,seed,budget,train_loss,valid_loss,cost,time_s,status,start_time,end_time,config_batch_size,config_learning_rate,config_d_model,config_alpha_d_ff,config_d_core,config_e_layers,config_dropout,config_lradj
14,13,123,3,1.040194554461373,0.6359199542019556,0.6359199542019556,17.376032829284668,StatusType.SUCCESS,1724981113.4636714,1724981130.8405306,8,0.0024116262264,256,3,256,4,0.0017113089176,cosine
15,11,123,8,0.8826732039451599,0.5341616446416944,0.5341616446416944,4.612007141113281,StatusType.SUCCESS,1724981130.8424776,1724981135.4554124,64,0.0002998272853,256,4,64,2,0.0018515748519,cosine
16,14,123,8,0.6713357418775558,0.5738937398285184,0.5738937398285184,16.769277572631836,StatusType.SUCCESS,1724981135.4579546,1724981152.2280686,16,0.0002592776834,64,4,64,2,0.0063304072006,type1
17,15,123,8,0.7609451413154602,0.669497383931675,0.669497383931675,6.880748271942139,StatusType.SUCCESS,1724981152.230128,1724981159.111722,64,6.11157199e-05,32,4,128,2,0.0010733605571,type1
18,16,123,3,,0.607649037761856,0.607649037761856,2.53389573097229,StatusType.SUCCESS,1724981159.1141403,1724981161.6493716,128,0.0022761206208,128,3,64,2,0.0013498202028,cosine
19,17,123,3,,0.6388536081828214,0.6388536081828214,2.7591631412506104,StatusType.SUCCESS,1724981161.6513383,1724981164.411364,128,0.0002378546774,32,1,32,4,0.0017721446715,type1
20,18,123,3,,0.6028724136533476,0.6028724136533476,2.617647409439087,StatusType.SUCCESS,1724981164.41326,1724981167.0317166,128,0.0006363706699,64,3,32,2,0.0073290448648,cosine
21,18,123,8,,0.6028724136533476,0.6028724136533476,3.6942925453186035,StatusType.SUCCESS,1724981167.0336635,1724981170.728858,128,0.0006363706699,64,3,32,2,0.0073290448648,cosine
22,19,123,8,0.798736678229438,0.6103000158322514,0.6103000158322514,36.92747473716736,StatusType.SUCCESS,1724981170.7311733,1724981207.6594641,8,0.0007179148563,32,2,512,3,0.0036399733072,cosine
23,20,123,8,1.0154916412300534,0.6094882956316823,0.6094882956316823,22.929863214492798,StatusType.SUCCESS,1724981207.6615496,1724981230.5922458,8,0.0005521233611,128,1,128,1,0.0050164002415,cosine
24,21,123,3,0.7920862436294556,0.6012181003079377,0.6012181003079377,5.674667835235596,StatusType.SUCCESS,1724981230.5950422,1724981236.2706473,16,0.0001961966354,128,2,512,1,0.0020607904424,type1
25,22,123,3,0.6812656372785568,0.6417597747687552,0.6417597747687552,9.43845510482788,StatusType.SUCCESS,1724981236.272528,1724981245.711849,16,0.0035821064248,128,2,32,4,0.0074951894677,type1
26,23,123,3,0.5957392454147339,0.5443735164329444,0.5625091572979544,4.039510011672974,StatusType.SUCCESS,1724981245.7137744,1724981249.7541482,64,0.0006870327933,256,4,256,4,0.0009551657345,type1
27,23,123,8,0.5957392454147339,0.5443735164329444,0.5443735164329444,6.021236896514893,StatusType.SUCCESS,1724981249.7562537,1724981255.778458,64,0.0006870327933,256,4,256,4,0.0009551657345,type1
28,24,123,8,0.8646845817565918,0.5982758995561013,0.5982758995561013,6.018810510635376,StatusType.SUCCESS,1724981255.7812312,1724981261.8009257,64,0.0004109547451,64,3,128,1,0.0008116820516,cosine
29,25,123,8,0.7748239934444427,0.6185281433092671,0.6185281433092671,8.463374376296997,StatusType.SUCCESS,1724981261.8031955,1724981270.2673924,32,0.0016070226056,256,4,256,1,0.008835229483,cosine
30,26,123,3,0.7403967976570129,0.6079965788200463,0.6079965788200463,2.759553909301758,StatusType.SUCCESS,1724981270.2704453,1724981273.0309553,64,0.0002377962535,64,3,128,1,0.003701149266,type1
31,27,123,3,0.615668311715126,0.5382339091749999,0.5562786636171602,4.461267709732056,StatusType.SUCCESS,1724981273.0330734,1724981277.495151,32,0.000380413518,256,1,128,2,0.0010068042292,type1
32,28,123,3,0.8384222686290741,0.6154177486206965,0.6154177486206965,5.822616100311279,StatusType.SUCCESS,1724981277.4973094,1724981283.3207943,16,0.0011658864209,256,4,128,1,0.0038758267905,cosine
33,27,123,8,0.615668311715126,0.5382339091749999,0.5382339091749999,6.986449956893921,StatusType.SUCCESS,1724981283.3230524,1724981290.3104289,32,0.000380413518,256,1,128,2,0.0010068042292,type1
34,29,123,8,0.8348780274391174,0.5524681455169989,0.5524681455169989,20.636694192886353,StatusType.SUCCESS,1724981290.3134663,1724981310.9510102,16,0.0001290367597,256,1,32,3,0.0072680941331,type1
35,30,123,8,0.9364898949861526,0.6178411361741998,0.6178411361741998,23.906455278396606,StatusType.SUCCESS,1724981310.9533558,1724981334.8606143,16,0.0008547466509,64,4,32,4,0.0019930161333,cosine
36,31,123,3,,0.6894891639927481,0.6894891639927481,2.715999126434326,StatusType.SUCCESS,1724981334.863896,1724981337.5808394,128,6.80015623e-05,32,2,32,2,0.0076310052387,type1
37,32,123,3,0.6453893085320791,0.6018784110852824,0.6066877227009363,15.242400169372559,StatusType.SUCCESS,1724981337.5830503,1724981352.8262968,8,0.0010132106523,64,4,512,3,0.0039792071051,type1
38,33,123,3,0.7957761320802901,0.6421702669374041,0.6421702669374041,14.651370763778687,StatusType.SUCCESS,1724981352.8284743,1724981367.4806871,8,0.0049106915834,128,4,256,3,0.0028298480595,cosine
39,32,123,8,0.6453893085320791,0.6018784110852824,0.6018784110852824,24.386307954788208,StatusType.SUCCESS,1724981367.483022,1724981391.8702855,8,0.0010132106523,64,4,512,3,0.0039792071051,type1
40,34,123,8,0.8054032756222619,0.6135892594980454,0.6135892594980454,29.185877799987793,StatusType.SUCCESS,1724981391.873387,1724981421.0600953,8,0.0017288793159,128,3,128,2,0.0049587887577,cosine
41,35,123,8,0.8874792009592056,0.6117814335763482,0.6117814335763482,16.96811318397522,StatusType.SUCCESS,1724981421.0624633,1724981438.03144,16,0.0007022928253,128,3,512,2,0.0023094333523,type1
42,36,123,3,0.75058214366436,0.6064613731521966,0.6064613731521966,6.6739137172698975,StatusType.SUCCESS,1724981438.0349278,1724981444.7097766,16,0.0003903011818,256,4,64,2,0.0096207564637,type1
43,37,123,3,0.8166215419769287,0.6702164572071886,0.6702164572071886,3.4082672595977783,StatusType.SUCCESS,1724981444.7118852,1724981448.1209886,64,6.03723773e-05,32,2,32,3,0.0010243840719,cosine
44,38,123,3,0.6848894655704498,0.5503828109055413,0.5503828109055413,6.741634130477905,StatusType.SUCCESS,1724981448.12341,1724981454.8659008,16,0.0001995278037,512,2,32,2,0.0028079405199,cosine
45,38,123,8,0.6848894655704498,0.5503828109055413,0.5503828109055413,11.074253797531128,StatusType.SUCCESS,1724981454.8685238,1724981465.943722,16,0.0001995278037,512,2,32,2,0.0028079405199,cosine
46,39,123,8,0.7848041206598282,0.5973585844591557,0.5973585844591557,13.651252031326294,StatusType.SUCCESS,1724981465.9470983,1724981479.5991948,16,0.0003294206574,128,2,512,1,0.0031170389496,cosine
47,40,123,8,0.7868166267871857,0.5949088796759469,0.5949088796759469,10.474472284317017,StatusType.SUCCESS,1724981479.6017678,1724981490.0770981,32,0.0002779769506,128,2,128,2,0.0018706532697,type1
48,41,123,3,0.6833616495132446,0.641996372441129,0.641996372441129,9.629396915435791,StatusType.SUCCESS,1724981490.081072,1724981499.7114365,16,0.0048421309082,128,2,32,4,0.003868950085,type1
49,42,123,3,,0.6392830228264935,0.6392830228264935,2.5581929683685303,StatusType.SUCCESS,1724981499.713992,1724981502.273054,128,0.0001485575734,64,4,128,1,0.0055086616918,type1
50,43,123,3,0.6598144173622131,0.6121887004193417,0.6205734186070984,3.7196075916290283,StatusType.SUCCESS,1724981502.2755215,1724981505.996028,64,0.000280255645,32,1,256,4,0.0050942959516,type1
51,43,123,8,0.6598144173622131,0.6121887004193417,0.6121887004193417,5.578781366348267,StatusType.SUCCESS,1724981505.9986043,1724981511.5782237,64,0.000280255645,32,1,256,4,0.0050942959516,type1
52,44,123,8,0.6567312777042389,0.579729391959242,0.579729391959242,12.024381160736084,StatusType.SUCCESS,1724981511.5819426,1724981523.6071732,32,0.0001339657668,256,1,128,3,0.0103849055062,type1
53,45,123,8,1.137276977300644,0.6217914487630446,0.6217914487630446,8.15722107887268,StatusType.SUCCESS,1724981523.6099772,1724981531.7680638,32,8.12571782e-05,64,3,32,1,0.0094870957593,type1
54,46,123,3,0.7979364171624184,0.6277631112184309,0.6277631112184309,9.828974485397339,StatusType.SUCCESS,1724981531.7722647,1724981541.6020634,16,0.0044405212972,512,1,64,4,0.0011282470783,type1
55,47,123,3,0.8896102905273438,0.6010149901578515,0.6010149901578515,2.7843780517578125,StatusType.SUCCESS,1724981541.604554,1724981544.3897817,64,0.0011205641286,32,4,512,1,0.0065630235844,type1
56,48,123,3,0.5808388963341713,0.6080412366968346,0.6080412366968346,5.631808519363403,StatusType.SUCCESS,1724981544.3922398,1724981550.0248375,16,0.0012523603238,32,1,64,1,0.0009058722761,type1
57,47,123,8,0.8896102905273438,0.6010149901578515,0.6010149901578515,4.131075620651245,StatusType.SUCCESS,1724981550.0275755,1724981554.1594841,64,0.0011205641286,32,4,512,1,0.0065630235844,type1
58,49,123,8,0.842679328388638,0.6022228526329895,0.6022228526329895,31.46046280860901,StatusType.SUCCESS,1724981554.1633687,1724981585.6246917,8,0.0004151106276,512,1,512,2,0.0054864235978,type1
59,50,123,8,0.7956130769517686,0.6153904032039731,0.6153904032039731,29.99945592880249,StatusType.SUCCESS,1724981585.6276844,1724981615.6279697,8,6.89350093e-05,32,1,256,2,0.0110950398132,type1
60,51,123,3,0.9656725525856018,0.6306002162386565,0.6306002162386565,3.7659409046173096,StatusType.SUCCESS,1724981615.6325593,1724981619.39941,64,0.0039398051864,128,2,128,4,0.010989339883,type1
61,52,123,3,0.8749932274222374,0.6042529792214146,0.6042529792214146,8.485254526138306,StatusType.SUCCESS,1724981619.4021807,1724981627.888309,16,0.0006472014951,128,4,256,3,0.0017142046816,cosine
62,53,123,3,0.9039838910102844,0.6007088384160506,0.6007088384160506,5.421351432800293,StatusType.SUCCESS,1724981627.891149,1724981633.3133013,16,0.0005012943918,64,3,128,1,0.0015590966815,type1
63,53,123,8,0.9039838910102844,0.6007088384160506,0.6007088384160506,8.642946481704712,StatusType.SUCCESS,1724981633.3162675,1724981641.9600258,16,0.0005012943918,64,3,128,1,0.0015590966815,type1
64,54,123,8,1.2638466126388974,0.602583955030428,0.602583955030428,38.01748514175415,StatusType.SUCCESS,1724981641.9642048,1724981679.9825597,8,5.08199726e-05,64,3,64,3,0.000986867044,cosine
65,55,123,8,0.6913716130786471,0.6145250010702799,0.6145250010702799,37.20318078994751,StatusType.SUCCESS,1724981679.9855657,1724981717.189622,8,0.0004578762234,128,3,256,3,0.0089588480994,cosine
66,56,123,3,,0.6285764637339838,0.6285764637339838,2.8079833984375,StatusType.SUCCESS,1724981717.1945775,1724981720.0034037,128,0.0001291814818,64,4,256,4,0.0022985164426,cosine
67,57,123,3,0.8541566133499146,0.5514425721669407,0.5514425721669407,5.18031644821167,StatusType.SUCCESS,1724981720.0064185,1724981725.1875865,64,0.0002353147022,512,3,64,4,0.0023778809549,cosine
68,58,123,3,0.8385826051235199,0.5829884939754191,0.5829884939754191,5.666229486465454,StatusType.SUCCESS,1724981725.190476,1724981730.857571,32,0.000225512069,128,1,64,4,0.0010602146623,type1
69,57,123,8,0.8541566133499146,0.5514425721669407,0.5514425721669407,8.071979284286499,StatusType.SUCCESS,1724981730.8607173,1724981738.9334972,64,0.0002353147022,512,3,64,4,0.0023778809549,cosine
70,59,123,8,,0.6005097145506874,0.6005097145506874,5.528648853302002,StatusType.SUCCESS,1724981738.9377522,1724981744.4672372,128,0.0029075166254,512,1,32,1,0.0028252887435,cosine
71,60,123,8,0.6779577732086182,0.6056439650935853,0.6056439650935853,7.005263805389404,StatusType.SUCCESS,1724981744.4704137,1724981751.4765346,64,0.0022058584169,256,3,32,2,0.004626800892,type1
72,61,123,3,0.9721903502941132,0.5875501530085488,0.5875501530085488,3.7395436763763428,StatusType.SUCCESS,1724981751.4816227,1724981755.2220783,32,0.001796834342,512,1,64,1,0.0043931310567,cosine
73,62,123,3,,0.6290617655240403,0.6290617655240403,2.7417490482330322,StatusType.SUCCESS,1724981755.225386,1724981757.9679124,128,0.00012582665,64,2,512,3,0.0039181470431,cosine
74,63,123,3,0.5809712707996368,0.6294372611330483,0.6294372611330483,5.083163261413574,StatusType.SUCCESS,1724981757.9707637,1724981763.0547595,32,0.0021883583663,256,2,128,3,0.0056630894833,cosine
75,61,123,8,0.9721903502941132,0.5875501530085488,0.5875501530085488,5.455369472503662,StatusType.SUCCESS,1724981763.0579228,1724981768.5142014,32,0.001796834342,512,1,64,1,0.0043931310567,cosine
76,64,123,8,0.6809353530406952,0.6008588288294833,0.6008588288294833,10.301368474960327,StatusType.SUCCESS,1724981768.518684,1724981778.8209288,32,0.0004254413654,64,2,512,2,0.0010053990878,type1
77,65,123,8,0.9500141143798828,0.5807125919784235,0.5807125919784235,24.034975290298462,StatusType.SUCCESS,1724981778.8243525,1724981802.8601785,8,0.0018134405744,512,4,512,1,0.0113842174153,type1
78,66,123,3,,0.6199642525454022,0.6199642525454022,2.6070783138275146,StatusType.SUCCESS,1724981802.8655875,1724981805.4735632,128,0.0004514822726,32,3,32,1,0.0014152615275,type1
79,67,123,3,1.0140613317489624,0.6028258996890243,0.6030116897664209,2.8955771923065186,StatusType.SUCCESS,1724981805.4766595,1724981808.37311,64,6.8306078e-05,512,2,32,1,0.0025029933314,type1
80,68,123,3,1.0217758119106293,0.6149431942293678,0.6149431942293678,3.7170827388763428,StatusType.SUCCESS,1724981808.376424,1724981812.0943325,32,0.000558760672,512,3,32,1,0.0014438416367,cosine
81,67,123,8,1.0140613317489624,0.6028258996890243,0.6028258996890243,4.231302738189697,StatusType.SUCCESS,1724981812.0979223,1724981816.3300624,64,6.8306078e-05,512,2,32,1,0.0025029933314,type1
82,69,123,8,0.9340333640575408,0.6040086972939642,0.6040086972939642,9.860102653503418,StatusType.SUCCESS,1724981816.3348587,1724981826.19584,32,0.0022201950658,64,1,128,2,0.0079026385404,type1
83,70,123,8,,0.6113793455798667,0.6113793455798667,5.554424285888672,StatusType.SUCCESS,1724981826.19941,1724981831.7546732,128,0.0003512624633,32,3,32,2,0.0027523638828,cosine
84,71,123,3,0.9239983111619948,0.5850183171621355,0.5850183171621355,7.221499681472778,StatusType.SUCCESS,1724981831.7602797,1724981838.982634,16,9.34698808e-05,256,2,64,2,0.0115959139193,type1
85,72,123,3,0.6699216738343239,0.5505864805007963,0.5673003665334039,9.677435874938965,StatusType.SUCCESS,1724981838.9858313,1724981848.6641047,16,0.0006809792963,64,2,256,4,0.0024194218485,type1
86,73,123,3,,0.6205023785312658,0.6205023785312658,2.5125391483306885,StatusType.SUCCESS,1724981848.6671233,1724981851.180528,128,5.5626136e-05,256,1,64,2,0.0047262361197,type1
87,72,123,8,0.6699216738343239,0.5505864805007963,0.5505864805007963,15.415973663330078,StatusType.SUCCESS,1724981851.184275,1724981866.6010838,16,0.0006809792963,64,2,256,4,0.0024194218485,type1
88,74,123,8,,0.6841822911721035,0.6841822911721035,5.554749488830566,StatusType.SUCCESS,1724981866.606252,1724981872.1618786,128,5.41855407e-05,32,3,128,3,0.002399800657,type1
89,75,123,8,0.8628317415714264,0.5356371417358925,0.5356371417358925,11.913297653198242,StatusType.SUCCESS,1724981872.1654503,1724981884.0796022,32,0.000441050979,256,2,64,3,0.0016060344052,cosine
90,76,123,3,1.0156598389148712,0.6315616729468011,0.6315616729468011,6.244876146316528,StatusType.SUCCESS,1724981884.0856059,1724981890.331359,32,0.0010075758554,512,4,256,3,0.0047364814747,cosine
91,77,123,3,0.8987868428230286,0.6159359394869612,0.6159359394869612,3.4328908920288086,StatusType.SUCCESS,1724981890.334891,1724981893.7686217,64,0.0001461940837,64,4,32,3,0.0012309194537,type1
92,78,123,3,0.674982488155365,0.5893819629732298,0.5893819629732298,2.803370475769043,StatusType.SUCCESS,1724981893.771827,1724981896.576058,64,0.0017706405804,32,1,64,1,0.0094059862079,cosine
93,78,123,8,0.674982488155365,0.5893819629732298,0.5893819629732298,4.0663299560546875,StatusType.SUCCESS,1724981896.5796764,1724981900.646865,64,0.0017706405804,32,1,64,1,0.0094059862079,cosine
94,79,123,8,0.6028004454241859,0.6039567547973137,0.6039567547973137,44.28680109977722,StatusType.SUCCESS,1724981900.6523728,1724981944.9400613,8,9.29387868e-05,32,2,64,4,0.0023321783568,cosine
95,80,123,8,0.6614855527877808,0.5442209974696712,0.5442209974696712,19.07693362236023,StatusType.SUCCESS,1724981944.94389,1724981964.0216918,32,0.0001071741248,512,4,512,4,0.0028520410111,type1
96,81,123,3,0.8927892670035362,0.6034121145974812,0.6034121145974812,6.798756122589111,StatusType.SUCCESS,1724981964.0279706,1724981970.8276095,16,0.0002999627711,64,4,32,2,0.0041982547038,type1
97,82,123,3,0.7287916541099548,0.5907989570742567,0.6005598216462831,4.401571273803711,StatusType.SUCCESS,1724981970.83122,1724981975.2336273,32,0.0006881598346,32,2,64,2,0.011623072433,cosine
98,83,123,3,,0.6066254322476985,0.6066254322476985,3.9856505393981934,StatusType.SUCCESS,1724981975.2370944,1724981979.2236106,128,0.0006724544284,512,2,32,4,0.0092167719699,type1
99,82,123,8,0.7287916541099548,0.5907989570742567,0.5907989570742567,6.818143844604492,StatusType.SUCCESS,1724981979.227497,1724981986.0465004,32,0.0006881598346,32,2,64,2,0.011623072433,cosine
100,84,123,8,0.7422494325372908,0.6052566274952303,0.6052566274952303,39.31828594207764,StatusType.SUCCESS,1724981986.0523536,1724982025.3715065,8,0.0001170962273,64,3,256,3,0.0014600474372,type1
101,85,123,8,0.809122771024704,0.536478236338321,0.536478236338321,18.1859290599823,StatusType.SUCCESS,1724982025.3756428,1724982043.562373,32,8.14780285e-05,512,4,32,4,0.0008001774243,type1
102,86,123,3,0.9669590128792656,0.6093561572920443,0.6093561572920443,16.640757083892822,StatusType.SUCCESS,1724982043.5689106,1724982060.2105305,8,0.0033451766027,32,2,64,4,0.0042555642414,cosine
103,87,123,3,0.8235309422016144,0.6036257508285395,0.6036257508285395,3.7297146320343018,StatusType.SUCCESS,1724982060.2143846,1724982063.9449747,32,0.0016732396603,256,4,32,1,0.0023938699804,cosine
104,88,123,3,1.0318823489877913,0.6018607486306601,0.6018607486306601,9.33646535873413,StatusType.SUCCESS,1724982063.9486756,1724982073.2860096,8,0.0002485111429,512,4,256,1,0.0117580472285,type1
105,88,123,8,1.0318823489877913,0.6018607486306601,0.6018607486306601,15.326933860778809,StatusType.SUCCESS,1724982073.2898636,1724982088.617695,8,0.0002485111429,512,4,256,1,0.0117580472285,type1
106,89,123,8,0.8374660015106201,0.6292772659655248,0.6292772659655248,7.909447431564331,StatusType.SUCCESS,1724982088.6237583,1724982096.5340986,64,0.0031326137071,512,3,256,2,0.0010455579744,cosine
107,90,123,8,0.8240925073623657,0.5941669866201338,0.5941669866201338,6.129521369934082,StatusType.SUCCESS,1724982096.5378537,1724982102.668239,64,0.0026890067218,256,4,256,1,0.0014539170207,cosine
108,91,123,3,0.7367730289697647,0.6236137351204764,0.6236137351204764,9.236170530319214,StatusType.SUCCESS,1724982102.6753595,1724982111.9123843,16,0.0001081267842,32,3,64,4,0.0051563633661,cosine
109,92,123,3,1.0317044523027208,0.6014629650700705,0.6014629650700705,12.325571060180664,StatusType.SUCCESS,1724982111.9161596,1724982124.2426074,8,0.0005849557155,32,4,256,2,0.0013187507888,type1
110,93,123,3,0.6723750101195441,0.5548921171739553,0.5761599035408694,17.332597017288208,StatusType.SUCCESS,1724982124.2463481,1724982141.5798314,8,0.0002954316154,128,4,32,4,0.0037417680783,cosine
111,93,123,8,0.6723750101195441,0.5548921171739553,0.5548921171739553,28.51926326751709,StatusType.SUCCESS,1724982141.5839767,1724982170.1041224,8,0.0002954316154,128,4,32,4,0.0037417680783,cosine
112,94,123,8,0.883258581161499,0.6047627839265406,0.6047627839265406,6.908151388168335,StatusType.SUCCESS,1724982170.1103725,1724982177.0193586,64,0.0001571149601,64,2,32,2,0.0018403809852,cosine
113,95,123,8,0.9578910171985626,0.6048410219320927,0.6048410219320927,8.423032999038696,StatusType.SUCCESS,1724982177.0234048,1724982185.4473298,32,0.000985904912,128,4,32,1,0.0080579476276,type1
114,96,123,3,1.1439635753631592,0.6058215185593037,0.6058215185593037,6.676333904266357,StatusType.SUCCESS,1724982185.4543781,1724982192.1315653,16,0.0013504261128,256,2,128,2,0.0019831740413,type1
115,97,123,3,0.8364526182413101,0.6060186134533218,0.6060186134533218,7.08532977104187,StatusType.SUCCESS,1724982192.1357427,1724982199.2219293,16,6.03650536e-05,128,2,512,2,0.0011505887831,type1
116,98,123,3,0.9143332242965698,0.6064647425384998,0.6064647425384998,3.070333480834961,StatusType.SUCCESS,1724982199.2258697,1724982202.2970808,64,0.0005385073997,32,3,32,2,0.0043939909637,cosine
117,96,123,8,1.1439635753631592,0.6058215185593037,0.6058215185593037,10.972711086273193,StatusType.SUCCESS,1724982202.3014133,1724982213.2750418,16,0.0013504261128,256,2,128,2,0.0019831740413,type1
118,99,123,8,0.6962194939454397,0.6004854711475112,0.6004854711475112,23.540841102600098,StatusType.SUCCESS,1724982213.2814188,1724982236.8231316,8,0.0019242997604,128,4,512,1,0.0014453407321,cosine
119,100,123,8,0.615781244304445,0.5584413460811384,0.5584413460811384,46.073593854904175,StatusType.SUCCESS,1724982236.827367,1724982282.9018686,8,0.0001530715139,512,4,64,4,0.0071113834238,cosine
120,101,123,3,0.9524471759796144,0.6037619087719245,0.6114299931718155,3.736577033996582,StatusType.SUCCESS,1724982282.9093845,1724982286.6468089,32,5.78505997e-05,128,2,512,1,0.0065160060861,cosine
121,102,123,3,,0.6260434816910789,0.6260434816910789,2.5645174980163574,StatusType.SUCCESS,1724982286.6508298,1724982289.2162657,128,0.0001005610743,128,4,512,1,0.0020735604228,type1
122,103,123,3,1.0094527006149292,0.6242186557303309,0.6242186557303309,3.683929204940796,StatusType.SUCCESS,1724982289.2207015,1724982292.905508,64,0.0001977554099,32,4,64,4,0.0062923252341,cosine
123,101,123,8,0.9524471759796144,0.6037619087719245,0.6037619087719245,5.606122016906738,StatusType.SUCCESS,1724982292.9098547,1724982298.5168524,32,5.78505997e-05,128,2,512,1,0.0065160060861,cosine
124,104,123,8,0.9160406589508056,0.6079129449805967,0.6079129449805967,8.56772232055664,StatusType.SUCCESS,1724982298.523527,1724982307.0921352,64,0.0038245816163,64,1,64,4,0.0047327455259,type1
125,105,123,8,1.033242255449295,0.6429420081844268,0.6429420081844268,20.905993700027466,StatusType.SUCCESS,1724982307.0965128,1724982328.0034401,16,0.0032858943573,128,2,512,3,0.0036637688578,type1
126,106,123,3,,0.6044003769017545,0.6044003769017545,2.6473770141601562,StatusType.SUCCESS,1724982328.0112107,1724982330.6594436,128,0.0030388265049,64,1,128,3,0.0019885065564,cosine
127,107,123,3,,0.6174311707660811,0.6174311707660811,2.6157758235931396,StatusType.SUCCESS,1724982330.6636217,1724982333.2802973,128,0.0003750615196,32,2,128,3,0.0118662500741,cosine
128,108,123,3,1.2722810291581683,0.647628743054965,0.647628743054965,14.966951847076416,StatusType.SUCCESS,1724982333.2845542,1724982348.2523775,8,0.0015982189843,128,2,32,3,0.0047627831688,cosine
129,106,123,8,,0.6044003769017545,0.6044003769017545,3.879666805267334,StatusType.SUCCESS,1724982348.2572038,1724982352.137716,128,0.0030388265049,64,1,128,3,0.0019885065564,cosine
130,109,123,8,0.8790203051434623,0.5996236012027198,0.5996236012027198,23.429065465927124,StatusType.SUCCESS,1724982352.144589,1724982375.574508,8,0.0004227075832,128,4,256,1,0.0013602383229,type1
131,110,123,8,0.998236119747162,0.6064300043529959,0.6064300043529959,11.67425799369812,StatusType.SUCCESS,1724982375.5790555,1724982387.2541947,32,0.0001549877333,64,2,64,3,0.0010436703114,type1
132,111,123,3,0.7980891466140747,0.6111710422406423,0.6111710422406423,3.084205150604248,StatusType.SUCCESS,1724982387.2621744,1724982390.3472068,64,0.001815341793,64,1,512,2,0.010984893356,type1
133,112,123,3,,0.5559946273223828,0.5743344542275198,2.8393492698669434,StatusType.SUCCESS,1724982390.3514478,1724982393.1916726,128,0.0019208975706,32,4,256,4,0.0047486145421,cosine
134,113,123,3,0.886317253112793,0.5978794068663499,0.5978794068663499,3.657928705215454,StatusType.SUCCESS,1724982393.196249,1724982396.8550708,32,0.0006879880493,128,1,32,1,0.0038993371015,cosine
135,112,123,8,,0.5559946273223828,0.5559946273223828,4.058274507522583,StatusType.SUCCESS,1724982396.8595278,1724982400.9186294,128,0.0019208975706,32,4,256,4,0.0047486145421,cosine
136,114,123,8,,0.6169780835074884,0.6169780835074884,5.418195486068726,StatusType.SUCCESS,1724982400.925718,1724982406.344717,128,0.0002521535593,32,1,512,1,0.0032599720922,cosine
