,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.23056601581744318,0.21708630844202412,0.35323938691725115,0.2346400775953886,0.4157541174261945,0.2693427888482217,38853.62676024437,1.689453125
