,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.3150533693177359,0.4258046202220017,27.85303521156311
1,2,0.30586456401007517,0.4120084430699949,28.073835372924805
2,3,0.28245140399251667,0.40627148223124615,27.350894927978516
3,4,0.276856929063797,0.3983118321633859,27.433332920074463
4,5,0.2761476082461221,0.39261127441051896,28.042064428329468
5,6,0.26619015634059906,0.3878192065845989,27.56070828437805
6,7,0.2604160841022219,0.3827271986854991,27.89777112007141
7,8,0.2676832228899002,0.375529710882403,27.452409744262695
8,9,0.2679291048220226,0.37475066309575883,28.042375326156616
9,10,0.27824226873261587,0.37477565279399566,27.475024223327637
10,11,0.266954915864127,0.370512479401071,28.045867919921875
11,12,0.2593949522290911,0.3698765994754163,27.538564443588257
12,13,0.2573184711592538,0.3671388260333325,27.590669870376587
13,14,0.24889116202081954,0.3661232024410256,27.526025772094727
14,15,0.2519603690930775,0.36519052917734157,27.93602442741394
15,16,0.2514971558536802,0.36403018835981826,27.998592615127563
16,17,0.26007851106779917,0.3635577070595596,28.095436573028564
17,18,0.24074932507106236,0.36207722583595586,28.05594038963318
18,19,0.24295911618641444,0.36184449295692256,28.169127464294434
19,20,0.25308748866830555,0.36139822155132334,27.53480839729309
20,21,0.2504214325121471,0.3601283276903218,28.12137746810913
21,22,0.2494839302131108,0.36020865702947874,27.87873601913452
22,23,0.2431241316454751,0.3590060591404074,28.06965661048889
23,24,0.24017830618790217,0.3582393759409363,28.14324712753296
24,25,0.2412911206483841,0.35975252629836457,27.91826820373535
25,26,0.24713301445756639,0.3577524185767902,27.5128436088562
26,27,0.24318084759371622,0.3570049465289844,27.741121530532837
27,28,0.23935172387531825,0.35751904191725864,27.488144636154175
28,29,0.24387551418372563,0.3567308096672598,28.19402265548706
29,30,0.2451113441160747,0.35568862121596795,27.68981623649597
30,31,0.23664968141487666,0.35561717059895825,27.52919602394104
31,32,0.24617889310632432,0.3552665670810662,27.470134019851685
32,33,0.22947982166494643,0.3558733857575644,28.11206316947937
33,34,0.24140889729772294,0.3545050200108992,27.431996822357178
34,35,0.2331082671880722,0.35509698335173095,27.532253742218018
35,36,0.23010229212897165,0.35419533199864656,28.337340831756592
36,37,0.23689796456268855,0.3542410170083982,27.90072202682495
37,38,0.2311991219009672,0.35418952920753966,27.728031396865845
38,39,0.23522794672421046,0.354013488378263,27.961557865142822
39,40,0.24014756083488464,0.35361070212640033,27.851977348327637
40,41,0.2406068422964641,0.35377192067311397,27.54416799545288
41,42,0.24093425912516458,0.3540515895044191,28.0250301361084
42,43,0.23550941262926375,0.3538221573846429,27.985950708389282
43,44,0.23875485573496139,0.35352163296782746,28.01594352722168
44,45,0.2351741705621992,0.3533094501008793,27.72486424446106
45,46,0.23171198580946242,0.35341886237504866,27.988895893096924
46,47,0.22773298834051406,0.3533073097236722,27.642481327056885
47,48,0.24012336347784316,0.35329420951619106,27.970566987991333
48,49,0.23194846298013413,0.35325783893812046,27.975728034973145
49,50,0.24500335327216557,0.353239380793199,27.996954441070557
