,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.499824806692842,0.40497800217593316,0.262888119572288,0.3503223694403759,0.3999260077692843,0.4096705569747479,11.322594404220581,0.533203125
