,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.2538116025472384,0.2348348394549678,0.40154155358858945,0.2476630667538859,0.448837655404427,0.2876266120859866,43661.12674045563,1.9140625
