,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.31197513990140935,0.306829484498689,0.17816178621266354,0.29094064447189305,0.24581279131917713,0.305313757745131,42.70739459991455,0.37890625
