,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.16194605787443656,0.23582272716953728,0.13210157674564052,0.24688164878204563,0.18341514960681324,0.2626557966473327,116.1285617351532,0.37890625
