,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.3210216762046304,0.39152915657787074,0.6832885855618243,0.5470001388280995,0.38744774263893894,0.40428152966114095,33.51252031326294,0.37109375
