,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,elapsed_time,vram_usage_gb
0,0.3704504798958888,0.34936286975701386,0.21165421514686605,0.3156476056554373,0.2924151789483947,0.3437898987446054,9.34348201751709,0.412109375
